"","n.patches","r1","r2","pred.avg.size","mean.sim.size","mean.transition.time","T.absorp","T.eq","T.QED"
"1",4,0.001,0.001,2.08669910076776,1.59635440931792,215.219353205115,4646.39598234457,393.893567781607,560.293324869238
"2",4,0.001,0.101,0.927331239684716,0.793586785979422,3.50245652361238,10.1924081231754,97.214530891614,257.21757591153
"3",4,0.001,0.201,0.913909847101546,1.24601622632654,1.82636977291112,5.04902646032922,7.75369582153069,253.677282072594
"4",4,0.001,0.301,0.909323624932702,1.11441795475744,1.90884899848958,3.35526455241442,10.3218140039797,252.467351739582
"5",4,0.001,0.401,0.907008485507746,0.464127109976821,1.88286160095552,2.51237668553106,8.37052801948952,251.856540935649
"6",4,0.001,0.501,0.905612223708465,0.499234996547308,0.668936065098271,2.00793669306563,8.95754917528648,251.488149556135
"7",4,0.001,0.601,0.904678360944733,0.797885878115972,0.919437923263448,1.6721855202838,3.89717320428485,251.241753447465
"8",4,0.001,0.701,0.904009826359249,0.691781459732126,0.915945090913549,1.43262991882267,8.4513543571676,251.065360876691
"9",4,0.001,0.801,0.903507606919852,0.749977695958618,0.382805246973627,1.25310948137197,3,250.932849233851
"10",4,0.001,0.901,0.903116505087144,0.704709755740386,0.621634513274066,1.11356933945627,1,250.829655457921
"11",4,0.101,0.001,3.75839494254353,2.22100678222435,4.42993997374982,268821975.748896,554.80537525364,9.8039219261759
"12",4,0.101,0.101,2.08669910076776,0.546980459567557,3.30713560789146,46.0039206172729,78.3868492970158,5.54745866207167
"13",4,0.101,0.201,1.67713335407803,0.563364611290257,2.25982441277252,12.5892562455509,1,4.49302523079087
"14",4,0.101,0.301,1.48843317172668,0.715173563994989,0.930985629145101,6.56466694454233,2,4.00529744863716
"15",4,0.101,0.401,1.37738055259726,0.633125472389213,0.870752607278839,4.29162145509463,24.2358519329876,3.71764022068982
"16",4,0.101,0.501,1.30333178526558,0.579931216477121,0.625606317394613,3.14112380188263,5.20342898045509,3.5255634821469
"17",4,0.101,0.601,1.25005600897505,0.55856025838436,0.885277057944044,2.45836907010071,7.61194543313926,3.38723264744278
"18",4,0.101,0.701,1.2097070727844,0.495122941562368,0.478991899193715,2.01068161800213,17.2538849299787,3.28238828041359
"19",4,0.101,0.801,1.17799458950302,0.875168039341825,0.272884978238082,1.69637044972579,3,3.19993734253064
"20",4,0.101,0.901,1.15236044777869,0.657554607870127,0.369318496289532,1.46446448430543,10.6479065045556,3.13325871249877
"21",4,0.201,0.001,3.77742043251167,1.5644103102884,62.7144247766986,2074305414.53326,697.723580440176,4.95049506131971
"22",4,0.201,0.101,2.56973123567409,0.848661350550272,1.42832923429513,115.267691227564,87.8793558030097,3.40919308274547
"23",4,0.201,0.201,2.08669910076776,0.572100869714482,0.928618837163139,23.1163979221123,28.9918015311759,2.78752897944895
"24",4,0.201,0.301,1.83353546731814,0.495334041904423,2.05995624858369,10.4654435753957,8,2.46034276312137
"25",4,0.201,0.401,1.67585880481521,0.830858355636111,0.878079692578819,6.2994235735471,21.2422884299372,2.25603610891643
"26",4,0.201,0.501,1.56712959914,0.482638767079853,0.440707727522938,4.36368139859431,50.2145878034999,2.11489953768021
"27",4,0.201,0.601,1.48704997642466,0.519946394801338,0.849319075857888,3.28203748747006,26.0008959997037,2.01081327150189
"28",4,0.201,0.701,1.42530352883457,1.04322763930607,0.502142882688722,2.6042190662616,8.46568670838085,1.93047313559743
"29",4,0.201,0.801,1.37606065776519,0.917968720348072,0.778200087727351,2.1450278783102,9.39908698080941,1.86634856616228
"30",4,0.201,0.901,1.33576228599998,0.785009509679147,0.34622602153195,1.8159295011305,2,1.81383577191476
"31",4,0.301,0.001,3.78384701397414,2.61163482767097,4.37133335804228,6916456810.84044,92.3329629004725,3.31125827973097
"32",4,0.301,0.101,2.84743967158375,0.588904574146545,0.68129160592022,233.897246387895,35.2369309846776,2.51430249452568
"33",4,0.301,0.201,2.36667532194848,0.250911424479535,0.612700422096344,37.9718027142662,38.517809385024,2.10232137375632
"34",4,0.301,0.301,2.08669910076776,0.730979984738393,0.635828402101441,15.4365315028059,20.5632211325511,1.86143961750577
"35",4,0.301,0.401,1.90333404800533,0.226211327538965,0.358658187869759,8.70397378378221,53.5408792702831,1.70325848383959
"36",4,0.301,0.501,1.77316186117394,0.650635493674455,0.375095897987371,5.76818283781629,2,1.59074776196848
"37",4,0.301,0.601,1.67543216803211,0.619651376772857,0.379135682279835,4.20067832518208,11.1593624457425,1.50615291441481
"38",4,0.301,0.701,1.59902341058664,0.47310389731539,0.625917547810616,3.25177312868814,10.0364772556321,1.43993566632689
"39",4,0.301,0.801,1.53743108536848,0.417711006367178,0.506587365399705,2.6263040069187,4.27866868585288,1.38650723780458
"40",4,0.301,0.901,1.48658743114911,0.741957230421348,0.431345719503235,2.18795686427977,9.85418673686316,1.3423672893733
"41",4,0.401,0.001,3.78707642969164,1.88160247030966,28.5288822739379,16295308630.2275,1421.32161541026,2.48756218943447
"42",4,0.401,0.101,3.02572960317263,1.32887521871661,1.1574789132762,416.602916792155,55.6530123298051,2.00160275240103
"43",4,0.401,0.201,2.57148775031415,0.366240375575914,0.741290130573424,58.1495638488027,60.3375608702571,1.70997764607438
"44",4,0.401,0.301,2.28380394874459,0.18910255821275,0.400106872921942,21.6984510844752,30.3445800709963,1.52459066919422
"45",4,0.401,0.401,2.08669910076776,0.706200529977326,0.753068438181366,11.5870223998618,25.3378275867927,1.39724021164398
"46",4,0.401,0.501,1.94293523308614,0.366781629218161,0.661175669442911,7.39484487536383,40.8401761314564,1.30417092567016
"47",4,0.401,0.601,1.83305228929599,0.779821660357767,0.589728502984053,5.23776628417355,3,1.23292564550635
"48",4,0.401,0.701,1.74603850667989,0.781541251647348,0.282454495887128,3.96862852950423,7,1.17643767027376
"49",4,0.401,0.801,1.67521851296053,0.479314951965665,0.382202736566288,3.1509067896463,37.4333945155324,1.13041477280087
"50",4,0.401,0.901,1.61631104401092,0.5666314194597,0.39519907582166,2.58844248825543,13,1.09209972926704
"51",4,0.501,0.001,3.78901926976286,1.83237470277798,1.38286887702635,31710751257.8405,346.818048747726,1.9920318726351
"52",4,0.501,0.101,3.14892547057502,0.315344354880219,1.65670287038588,677.938243591256,14.9063400288011,1.66520977632987
"53",4,0.501,0.201,2.72739571870163,0.369758305302435,0.596438911416571,84.6033548075817,21.6428107429614,1.448897099915
"54",4,0.501,0.301,2.44214929949463,0.368659558908908,0.66852583173502,29.4497378260267,44.7094216705422,1.30200900976762
"55",4,0.501,0.401,2.23879217454845,0.946257335292369,0.81290461310901,15.0162626496746,8.33096606569547,1.19702343341215
"56",4,0.501,0.501,2.08669910076776,0.33232868960213,0.847290422953156,9.27424347773363,15.0700710056118,1.1183499498388
"57",4,0.501,0.601,1.96846153261534,0.552166516870588,0.255003582216587,6.4098537896368,9.21258283753913,1.05709340194202
"58",4,0.501,0.701,1.87368631547245,0.150864825778198,0.234725131472413,4.76492714828975,31.5500482592001,1.00792917451301
"59",4,0.501,0.801,1.79584009821125,0.797473192054852,0.31417351062393,3.7256197869776,11,0.967503226799002
"60",4,0.501,0.901,1.73062269108,0.410624877423425,0.460740094594146,3.02222219500553,6,0.933604264226082
"61",4,0.601,0.001,3.7903166664061,1.89288816440685,49.9203412050358,54662632479.706,1255.73899225414,1.66112956815679
"62",4,0.601,0.101,3.23875546155544,1.21954103418924,0.73831414749445,1032.39215426969,3,1.42646967666027
"63",4,0.601,0.201,2.84960007955804,0.529907452479545,0.704533181908808,118.273203478348,15.2543059698558,1.26016798125903
"64",4,0.601,0.301,2.57207608884017,0.652286014242234,0.31885628934755,38.8821721496529,16.3300307423648,1.14118609135268
"65",4,0.601,0.401,2.36726517152788,0.508166563074,0.565413650346048,19.0549507387158,84.2481711893951,1.05316348171551
"66",4,0.601,0.501,2.21051924088964,0.442060432217436,0.291661264902267,11.4337710691376,43.1644597828378,0.985668584156197
"67",4,0.601,0.601,2.08669910076776,0.555350948606609,0.335769457812256,7.73110812370137,53.2444258205898,0.932268427403059
"68",4,0.601,0.701,1.98628710050678,0.531648357603778,0.40593315977157,5.64897109293195,8,0.888907368458792
"69",4,0.601,0.801,1.9030810739816,0.691729013789422,0.311189992397433,4.35577533674977,27,0.85293684434296
"70",4,0.601,0.901,1.83289081846906,0.299560429932796,0.294035265538974,3.49296609131069,54.1541152203526,0.82256434737173
"71",4,0.701,0.001,3.79124444338418,2.64227174157568,63.892147949595,86654345173.7569,2560.61337486146,1.42450142452484
"72",4,0.701,0.101,3.30698941957084,1.46704242343157,0.838233445355111,1494.42200753409,120.473745645933,1.2479240082599
"73",4,0.701,0.201,2.94766105765241,0.562205027542235,0.409019442814328,160.092187326714,6.31384170019351,1.11637843389441
"74",4,0.701,0.301,2.68043213907628,0.705355242023608,0.606207073295247,50.1845559661119,7,1.01825367263201
"75",4,0.701,0.401,2.47723721258462,0.682885590512329,0.478103820042814,23.7644662547556,43.240226341073,0.943467104135644
"76",4,0.701,0.501,2.31844303061705,0.511864465590229,0.45833681507663,13.8994601629553,31.0751080250782,0.884912869330565
"77",4,0.701,0.601,2.19111127440161,0.752153505419462,0.211994308628559,9.21465458494163,31.0088992383163,0.837887803301494
"78",4,0.701,0.701,2.08669910076776,1.28596813748133,0.309338070439364,6.62823963244587,3,0.799277210940425
"79",4,0.701,0.801,1.99944081818136,0.655895392185037,0.250420203210866,5.04604236616861,16,0.766974160043091
"80",4,0.701,0.901,1.92533884492451,0.530641366791943,0.254198133698124,4.00380068888463,2,0.739515162769207
"81",4,0.801,0.001,3.79194085946011,1.89732995917439,0.427527629610945,129176257923.823,137.721885108507,1.24688279302949
"82",4,0.801,0.101,3.36050168440564,0.618223680505322,0.620409671362819,2078.46847813986,30.7253847642283,1.10923911417911
"83",4,0.801,0.201,3.02790082460967,1.04867665346458,0.379841982194848,210.989162450713,16.1713471521655,1.002747105847
"84",4,0.801,0.301,2.7720180379394,0.502812426713136,0.277753637610809,63.544034012812,64.3731849556051,0.920587472083399
"85",4,0.801,0.401,2.57237079229048,0.851918963586208,0.356809147097534,29.205222173553,17.63408934675,0.856340675166059
"86",4,0.801,0.501,2.41337707043363,0.684450124890062,0.492140128477971,16.6966574474112,23.1111056080016,0.80508311906146
"87",4,0.801,0.601,2.28409606722545,0.205140966741121,0.479165348027785,10.8730904124269,16.5568291823893,0.763341397996603
"88",4,0.801,0.701,2.17696363572258,0.304610482636603,0.31560061554985,7.7097895200632,20.1387852279111,0.728706411837964
"89",4,0.801,0.801,2.08669910076776,0.387861817199771,0.214955506773912,5.80074404787087,15,0.699492290723143
"90",4,0.801,0.901,2.00954689268295,0.592797978064195,0.296050159534117,4.55756505317783,28.6200012903011,0.674497769667099
"91",4,0.901,0.001,3.79248286247586,1.51512846470148,0.216664157037943,183745394833.558,754.765735183486,1.10864745011755
"92",4,0.901,0.101,3.40355429072995,0.867171215723528,0.36524955083089,2798.96286934034,8.1398972182495,0.998359969312329
"93",4,0.901,0.201,3.0946555760281,0.744966409470348,0.295085311891491,271.890219486745,6,0.910479767367392
"94",4,0.901,0.301,2.85032289902861,1.00904242775191,0.5308737458512,79.1466857529248,5,0.840784624405152
"95",4,0.901,0.401,2.6553990789404,0.587299553859428,0.22020268189071,35.4370544826603,20.7522565515594,0.78506433914523
"96",4,0.901,0.501,2.49751077966345,0.794121173639251,0.25726433979913,19.8503173373604,72.7951899228635,0.739851290635287
"97",4,0.901,0.601,2.36746234078176,0.627070068854014,0.187774396492118,12.7187143971889,89.2999544607265,0.702555199653376
"98",4,0.901,0.701,2.25861788464526,0.623386144504123,0.41446456397905,8.90043803729424,9.53737124940113,0.671300439121139
"99",4,0.901,0.801,2.16619278207282,0.405256987648393,0.261026946843746,6.62400592735687,10.5328665972281,0.644731212378549
"100",4,0.901,0.901,2.08669910076776,0.535178179155264,0.242277403154033,5.15693227785189,4,0.621857186314359
